District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Season_enc,District_enc,Crop_enc,Production_log
Tangail,Kharif 2,Puishak,914,50.55181818181818,53.36272727272726,48.14909090909091,6.47,21.0,12.0,30,70.0,75,65,153.4104938271605,2665,1,62,58,7.888334500738654
Thakurgaon,Kharif 2,Puishak,318,50.55181818181818,53.36272727272726,48.14909090909091,6.47,21.0,12.0,30,70.0,75,65,154.21843434343435,961,1,63,58,6.8690144506657065
Bagerhat,Rabi,Pumpkin,565,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,144.96843434343435,1926,2,0,59,7.563719668414366
Bandarban,Rabi,Pumpkin,356,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,243.94444444444449,936,2,1,59,6.842683282238422
Barguna,Rabi,Pumpkin,224,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,207.8076923076923,684,2,2,59,6.529418838262226
Barishal,Rabi,Pumpkin,761,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,175.42564102564103,2659,2,3,59,7.886081401775745
Bhola,Rabi,Pumpkin,513,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,185.23090277777777,3574,2,4,59,8.181720455128108
Bogura,Rabi,Pumpkin,697,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,142.85416666666666,2719,2,5,59,7.908387159290043
Brahmanbaria,Rabi,Pumpkin,415,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,185.75631313131316,1296,2,6,59,7.167809184316444
Chandpur,Rabi,Pumpkin,684,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,168.796875,3335,2,7,59,8.112527763478637
Chapai Nawabganj,Rabi,Pumpkin,346,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,124.92,1147,2,8,59,7.045776576879511
Chattogram,Rabi,Pumpkin,2067,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,243.94444444444449,10112,2,9,59,9.221577003902171
Chuadanga,Rabi,Pumpkin,1788,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,129.44444444444446,10758,2,10,59,9.283497892593909
CoxsBazar,Rabi,Pumpkin,218,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,303.40277777777777,1041,2,11,59,6.948897222313312
Cumilla,Rabi,Pumpkin,2089,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,185.75631313131316,10389,2,12,59,9.248599084093273
Dhaka,Rabi,Pumpkin,855,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,169.94262295081967,6859,2,13,59,8.83346272071993
Dinajpur,Rabi,Pumpkin,614,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,154.21843434343435,2390,2,14,59,7.779466967458324
Faridpur,Rabi,Pumpkin,466,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,155.864898989899,1575,2,15,59,7.362645270417825
Feni,Rabi,Pumpkin,459,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,248.1727642276423,1142,2,16,59,7.04141166379481
Gaibandha,Rabi,Pumpkin,575,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,179.6013888888889,2047,2,17,59,7.6246189861593985
Gazipur,Rabi,Pumpkin,355,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,169.94262295081967,839,2,18,59,6.733401891837359
Gopalganj,Rabi,Pumpkin,793,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,155.864898989899,4166,2,19,59,8.334951631422454
Habiganj,Rabi,Pumpkin,373,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,333.72557471264366,1871,2,20,59,7.534762657037537
Jamalpur,Rabi,Pumpkin,925,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,181.08838383838383,3700,2,21,59,8.216358332386156
Jashore,Rabi,Pumpkin,1652,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,134.2247474747475,10139,2,22,59,9.224243277145174
Jhallokati,Rabi,Pumpkin,509,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,175.42564102564103,3178,2,23,59,8.064321960910803
Jhenaidah,Rabi,Pumpkin,1185,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,134.2247474747475,7080,2,24,59,8.865170419651774
Joypurhat,Rabi,Pumpkin,252,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,142.85416666666666,1214,2,25,59,7.102499355774649
Khagrachari,Rabi,Pumpkin,811,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,204.11111111111111,2865,2,26,59,7.960672608388117
Khulna,Rabi,Pumpkin,732,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,144.96843434343435,2213,2,27,59,7.7025561132685825
Kishoreganj,Rabi,Pumpkin,768,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,181.08838383838383,5195,2,28,59,8.55564437779049
Kurigram,Rabi,Pumpkin,480,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,179.6013888888889,2209,2,29,59,7.700747794511798
Kushtia,Rabi,Pumpkin,710,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,129.44444444444446,5281,2,30,59,8.572060092857077
Lakshmipur,Rabi,Pumpkin,935,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,185.75631313131316,2086,2,31,59,7.643482907077201
Lalmonirhat,Rabi,Pumpkin,279,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,179.6013888888889,855,2,32,59,6.752270376141742
Madaripur,Rabi,Pumpkin,547,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,160.41666666666666,2591,2,33,59,7.860185057472165
Magura,Rabi,Pumpkin,253,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,134.2247474747475,1385,2,34,59,7.234177179749849
Manikganj,Rabi,Pumpkin,835,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,169.94262295081967,5963,2,35,59,8.69349667588463
Meherpur,Rabi,Pumpkin,183,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,129.44444444444446,1532,2,36,59,7.334981878871814
Moulvibazar,Rabi,Pumpkin,470,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,333.72557471264366,2303,2,37,59,7.742402021815782
Munshiganj,Rabi,Pumpkin,470,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,169.94262295081967,2624,2,38,59,7.872836175025724
Mymensingh,Rabi,Pumpkin,871,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,181.08838383838383,6948,2,39,59,8.846353043314327
Naogaon,Rabi,Pumpkin,525,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,124.92,2119,2,40,59,7.659171367666058
Narail,Rabi,Pumpkin,359,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,134.2247474747475,1853,2,41,59,7.5251007461258
Narayanganj,Rabi,Pumpkin,325,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,169.94262295081967,1473,2,42,59,7.295735072749282
Narsingdi,Rabi,Pumpkin,417,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,169.94262295081967,1667,2,43,59,7.419380582918692
Natore,Rabi,Pumpkin,481,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,124.92,1576,2,44,59,7.3632795869630385
Netrokona,Rabi,Pumpkin,444,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,181.08838383838383,2921,2,45,59,7.980023592310645
Nilphamari,Rabi,Pumpkin,623,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,179.6013888888889,3722,2,46,59,8.222285073872717
Noakhali,Rabi,Pumpkin,1258,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,185.75631313131316,5526,2,47,59,8.617400451833262
Pabna,Rabi,Pumpkin,647,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,124.92,2410,2,48,59,7.787796878181171
Panchagar,Rabi,Pumpkin,334,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,154.21843434343435,2270,2,49,59,7.7279755421055585
Patuakhali,Rabi,Pumpkin,310,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,207.8076923076923,1227,2,50,59,7.113142108707088
Pirojpur,Rabi,Pumpkin,681,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,175.42564102564103,1962,2,51,59,7.5822291942764615
Rajbari,Rabi,Pumpkin,569,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,155.864898989899,2689,2,52,59,7.897296472595885
Rajshahi,Rabi,Pumpkin,1112,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,124.92,8730,2,53,59,9.074635189810808
Rangamati,Rabi,Pumpkin,635,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,204.11111111111111,1752,2,54,59,7.469083884921234
Rangpur,Rabi,Pumpkin,914,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,179.6013888888889,4094,2,55,59,8.31752199628717
Satkhira,Rabi,Pumpkin,835,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,140.35353535353536,4477,2,56,59,8.4069317971587
Shariatpur,Rabi,Pumpkin,361,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,155.864898989899,3155,2,57,59,8.057060681965766
Sherpur,Rabi,Pumpkin,284,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,181.08838383838383,1461,2,58,59,7.2875606403097235
Sirajganj,Rabi,Pumpkin,506,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,142.85416666666666,1975,2,59,59,7.588829878307813
Sunamganj,Rabi,Pumpkin,633,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,333.72557471264366,3053,2,60,59,8.024207485778577
Sylhet,Rabi,Pumpkin,1437,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,333.72557471264366,4725,2,61,59,8.460834457746854
Tangail,Rabi,Pumpkin,1288,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,153.4104938271605,6734,2,62,59,8.815073088844464
Thakurgaon,Rabi,Pumpkin,817,50.55181818181818,53.36272727272726,48.14909090909091,6.47,20.0,15.0,25,60.0,70,50,154.21843434343435,3099,2,63,59,8.039157390473237
Bagerhat,Kharif 2,Radish,721,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,144.96843434343435,3706,1,0,60,8.217978203150732
Bandarban,Kharif 2,Radish,665,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,243.94444444444449,2046,1,1,60,7.624130585661289
Barguna,Kharif 2,Radish,340,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,207.8076923076923,1629,1,2,60,7.396335293800808
Barishal,Kharif 2,Radish,827,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,175.42564102564103,2339,1,3,60,7.757906208351747
Bhola,Kharif 2,Radish,780,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,185.23090277777777,2282,1,4,60,7.733245646529795
Bogura,Kharif 2,Radish,2447,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,142.85416666666666,10205,1,5,60,9.230731061623917
Brahmanbaria,Kharif 2,Radish,1067,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,185.75631313131316,6745,1,6,60,8.816705015621595
Chandpur,Kharif 2,Radish,970,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,168.796875,5377,1,7,60,8.59007183682881
Chapai Nawabganj,Kharif 2,Radish,408,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,124.92,1426,1,8,60,7.2633296174768365
Chuadanga,Kharif 2,Radish,1057,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,129.44444444444446,4390,1,10,60,8.387312270561717
CoxsBazar,Kharif 2,Radish,822,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,303.40277777777777,4363,1,11,60,8.381144346952961
Cumilla,Kharif 2,Radish,1365,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,185.75631313131316,6789,1,12,60,8.823206220552741
Dhaka,Kharif 2,Radish,1059,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,169.94262295081967,8266,1,13,60,9.020026965252676
Dinajpur,Kharif 2,Radish,1331,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,154.21843434343435,4441,1,14,60,8.398860004454372
Faridpur,Kharif 2,Radish,598,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,155.864898989899,2753,1,15,60,7.9208096792886
Feni,Kharif 2,Radish,432,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,248.1727642276423,1316,1,16,60,7.183111701743281
Gaibandha,Kharif 2,Radish,802,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,179.6013888888889,3177,1,17,60,8.064007347096661
Gazipur,Kharif 2,Radish,898,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,169.94262295081967,3892,1,18,60,8.266935347610456
Gopalganj,Kharif 2,Radish,386,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,155.864898989899,2274,1,19,60,7.729735331385051
Habiganj,Kharif 2,Radish,1037,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,333.72557471264366,7739,1,20,60,8.954156966583772
Jamalpur,Kharif 2,Radish,2379,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,181.08838383838383,9726,1,21,60,9.18266080286944
Jashore,Kharif 2,Radish,1998,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,134.2247474747475,8129,1,22,60,9.003316202541857
Jhallokati,Kharif 2,Radish,274,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,175.42564102564103,475,1,23,60,6.16541785423142
Jhenaidah,Kharif 2,Radish,1313,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,134.2247474747475,6630,1,24,60,8.799510901368867
Joypurhat,Kharif 2,Radish,504,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,142.85416666666666,2322,1,25,60,7.750614732770409
Khagrachari,Kharif 2,Radish,1570,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,204.11111111111111,4813,1,26,60,8.479283618343016
Khulna,Kharif 2,Radish,519,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,144.96843434343435,1951,1,27,60,7.5766097669730375
Kishoreganj,Kharif 2,Radish,1204,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,181.08838383838383,6820,1,28,60,8.82776136765472
Kurigram,Kharif 2,Radish,1103,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,179.6013888888889,4624,1,29,60,8.439231649946526
Kushtia,Kharif 2,Radish,1002,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,129.44444444444446,6065,1,30,60,8.710454688248527
Lakshmipur,Kharif 2,Radish,751,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,185.75631313131316,1883,1,31,60,7.5411524551363085
Lalmonirhat,Kharif 2,Radish,685,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,179.6013888888889,3005,1,32,60,8.00836557031292
Madaripur,Kharif 2,Radish,410,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,160.41666666666666,3027,1,33,60,8.01565761455734
Magura,Kharif 2,Radish,400,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,134.2247474747475,1586,1,34,60,7.369600720526409
Manikganj,Kharif 2,Radish,978,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,169.94262295081967,5612,1,35,60,8.6328406149422
Meherpur,Kharif 2,Radish,367,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,129.44444444444446,1740,1,36,60,7.462214939768189
Moulvibazar,Kharif 2,Radish,765,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,333.72557471264366,4414,1,37,60,8.392763113038061
Munshiganj,Kharif 2,Radish,468,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,169.94262295081967,2453,1,38,60,7.805474625270857
Mymensingh,Kharif 2,Radish,2619,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,181.08838383838383,13028,1,39,60,9.474932921202932
Naogaon,Kharif 2,Radish,1180,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,124.92,8389,1,40,60,9.034795799461252
Narail,Kharif 2,Radish,363,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,134.2247474747475,1396,1,41,60,7.242082359256962
Narayanganj,Kharif 2,Radish,387,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,169.94262295081967,1378,1,42,60,7.229113877793302
Narsingdi,Kharif 2,Radish,804,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,169.94262295081967,3276,1,43,60,8.094683648698815
Natore,Kharif 2,Radish,804,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,124.92,3090,1,44,60,8.036249942132116
Netrokona,Kharif 2,Radish,875,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,181.08838383838383,2467,1,45,60,7.811163385025279
Nilphamari,Kharif 2,Radish,1498,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,179.6013888888889,6914,1,46,60,8.841448244098858
Noakhali,Kharif 2,Radish,1198,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,185.75631313131316,4276,1,47,60,8.361007108226909
Pabna,Kharif 2,Radish,1440,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,124.92,6066,1,48,60,8.710619527942297
Panchagar,Kharif 2,Radish,1716,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,154.21843434343435,11966,1,49,60,9.389908140573516
Patuakhali,Kharif 2,Radish,216,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,207.8076923076923,328,1,50,60,5.796057750765372
Pirojpur,Kharif 2,Radish,306,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,175.42564102564103,1148,1,51,60,7.046647277848756
Rajbari,Kharif 2,Radish,1132,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,155.864898989899,4697,1,52,60,8.454892165218858
Rangamati,Kharif 2,Radish,986,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,204.11111111111111,3948,1,54,60,8.28121766128665
Rangpur,Kharif 2,Radish,1128,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,179.6013888888889,3697,1,55,60,8.21554741194707
Satkhira,Kharif 2,Radish,500,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,140.35353535353536,2129,1,56,60,7.6638772587034705
Shariatpur,Kharif 2,Radish,386,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,155.864898989899,2987,1,57,60,8.002359546252707
Sherpur,Kharif 2,Radish,1541,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,181.08838383838383,9908,1,58,60,9.201198714058899
Sirajganj,Kharif 2,Radish,1319,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,142.85416666666666,7774,1,59,60,8.958668737047434
Sunamganj,Kharif 2,Radish,1028,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,333.72557471264366,5318,1,60,60,8.579040594742317
Sylhet,Kharif 2,Radish,2389,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,333.72557471264366,7974,1,61,60,8.984066927653044
Tangail,Kharif 2,Radish,2718,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,153.4104938271605,12663,1,62,60,9.446518601560848
Thakurgaon,Kharif 2,Radish,886,50.55181818181818,53.36272727272726,48.14909090909091,6.47,16.0,10.0,22,85.0,95,75,154.21843434343435,2011,1,63,60,7.60688453121963
Bagerhat,Kharif 2,Rape & Mustard,1465,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,144.96843434343435,373,1,0,61,5.924255797414532
Bandarban,Kharif 2,Rape & Mustard,325,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,243.94444444444449,87,1,1,61,4.477336814478207
Barguna,Kharif 2,Rape & Mustard,91,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,207.8076923076923,55,1,2,61,4.02535169073515
Barishal,Kharif 2,Rape & Mustard,2026,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,175.42564102564103,1036,1,3,61,6.9440872082295275
Bhola,Kharif 2,Rape & Mustard,2129,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,185.23090277777777,1110,1,4,61,7.01301578963963
Chandpur,Kharif 2,Rape & Mustard,3856,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,168.796875,1696,1,7,61,7.436617265234227
Chapai Nawabganj,Kharif 2,Rape & Mustard,24786,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,124.92,8846,1,8,61,9.087833697483386
Chattogram,Kharif 2,Rape & Mustard,1034,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,243.94444444444449,344,1,9,61,5.84354441703136
Chuadanga,Kharif 2,Rape & Mustard,4295,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,129.44444444444446,2730,1,10,61,7.912423121473705
Cumilla,Kharif 2,Rape & Mustard,7590,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,185.75631313131316,3545,1,12,61,8.173575486634153
Dhaka,Kharif 2,Rape & Mustard,26402,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,169.94262295081967,12790,1,13,61,9.456497077599392
Faridpur,Kharif 2,Rape & Mustard,19943,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,155.864898989899,6423,1,15,61,8.767796255626598
Feni,Kharif 2,Rape & Mustard,1207,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,248.1727642276423,303,1,16,61,5.717027701406222
Gaibandha,Kharif 2,Rape & Mustard,4913,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,179.6013888888889,2176,1,17,61,7.685703061234547
Gazipur,Kharif 2,Rape & Mustard,3474,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,169.94262295081967,928,1,18,61,6.834108738813838
Gopalganj,Kharif 2,Rape & Mustard,6334,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,155.864898989899,2842,1,19,61,7.952615111651
Habiganj,Kharif 2,Rape & Mustard,542,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,333.72557471264366,272,1,20,61,5.60947179518496
Jamalpur,Kharif 2,Rape & Mustard,29425,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,181.08838383838383,12946,1,21,61,9.468619380058648
Jhallokati,Kharif 2,Rape & Mustard,412,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,175.42564102564103,144,1,23,61,4.976733742420574
Jhenaidah,Kharif 2,Rape & Mustard,6818,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,134.2247474747475,3614,1,24,61,8.192847134592865
Joypurhat,Kharif 2,Rape & Mustard,15883,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,142.85416666666666,11697,1,25,61,9.36717316600297
Khagrachari,Kharif 2,Rape & Mustard,371,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,204.11111111111111,160,1,26,61,5.081404364984463
Khulna,Kharif 2,Rape & Mustard,441,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,144.96843434343435,149,1,27,61,5.0106352940962555
Kishoreganj,Kharif 2,Rape & Mustard,2513,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,181.08838383838383,1108,1,28,61,7.011213987350367
Kurigram,Kharif 2,Rape & Mustard,9275,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,179.6013888888889,4200,1,29,61,8.343077871169383
Kushtia,Kharif 2,Rape & Mustard,3328,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,129.44444444444446,1921,1,30,61,7.561121589530238
Lakshmipur,Kharif 2,Rape & Mustard,236,117.77,46.24,19.56,6.91,22.5,15.0,30,75.0,85,65,185.75631313131316,74,1,31,61,4.31748811353631
